"Recipient WHO Region","Core capacity","Core capacity code","Total disbursed (nominal USD)","Year"
afro,Radiation Emergencies,RE,1262759.2269240671,2020.0
,Radiation Emergencies,RE,990691.3955525192,2020.0
wpro,Radiation Emergencies,RE,735221.3465000001,2020.0
emro,Radiation Emergencies,RE,414507.18904133537,2020.0
euro,Point of Entry (PoE),PoE,63354.818503763665,2020.0
emro,Immunization,P.7,534058588.68068683,2020.0
afro,Real Time Surveillance,D.2,1603543796.052276,2020.0
emro,Zoonotic Disease,P.4,10346898.707493965,2020.0
searo,Real Time Surveillance,D.2,387147967.3038734,2020.0
,Real Time Surveillance,D.2,321478300.0740423,2020.0
euro,Immunization,P.7,40286984.68083086,2020.0
emro,Real Time Surveillance,D.2,195876652.78238335,2020.0
emro,Medical Countermeasures and Personnel Deployment,R.4,3442801.0895605725,2020.0
wpro,Real Time Surveillance,D.2,133373779.89299798,2020.0
amro,Immunization,P.7,33771812.615202546,2020.0
euro,Real Time Surveillance,D.2,89233049.22269812,2020.0
afro,National Laboratory System,D.1,1707782801.6028075,2020.0
amro,Real Time Surveillance,D.2,58774366.29384783,2020.0
,Immunization,P.7,1148624292.5652075,2020.0
afro,Linking Public Health and Security Authorities,R.3,21498500.462790754,2020.0
afro,Immunization,P.7,1401465116.9247425,2020.0
,"IHR Coordination, Communicaton and Advocacy",P.2,277899.05799666664,2020.0
,General IHR Implementation,General IHR,11000.0,2020.0
searo,Point of Entry (PoE),PoE,3740584.808997735,2020.0
amro,Point of Entry (PoE),PoE,3787116.1222525444,2020.0
afro,Reporting,D.3,1811659176.670813,2020.0
emro,Point of Entry (PoE),PoE,6530664.572035431,2020.0
euro,Food Safety,P.5,6134861.379951977,2020.0
,Reporting,D.3,379151339.2893869,2020.0
amro,Linking Public Health and Security Authorities,R.3,2498754.2549647954,2020.0
euro,Antimicrobial Resistance (AMR),P.3,69446490.63519856,2020.0
,National Laboratory System,D.1,319936701.0599176,2020.0
searo,Linking Public Health and Security Authorities,R.3,2285604.633067328,2020.0
emro,Reporting,D.3,134080931.68607509,2020.0
searo,Reporting,D.3,125026511.86426413,2020.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,2515247.1601592894,2020.0
wpro,Point of Entry (PoE),PoE,13213212.480547803,2020.0
emro,Food Safety,P.5,12409014.210080994,2020.0
amro,Reporting,D.3,40863874.3566134,2020.0
euro,Reporting,D.3,38104586.17473139,2020.0
,Linking Public Health and Security Authorities,R.3,1154654.7058335855,2020.0
wpro,Food Safety,P.5,19630592.916631505,2020.0
,Food Safety,P.5,20995609.25368034,2020.0
amro,Food Safety,P.5,22112672.10504463,2020.0
wpro,Reporting,D.3,8969078.043065222,2020.0
searo,Food Safety,P.5,37339202.77122233,2020.0
afro,Food Safety,P.5,110771081.78195907,2020.0
afro,Risk Communication,R.5,104640966.39483194,2020.0
searo,Risk Communication,R.5,38202318.727323875,2020.0
,Risk Communication,R.5,28672272.83944996,2020.0
,Point of Entry (PoE),PoE,69497070.94683701,2020.0
searo,National Laboratory System,D.1,141597353.88502523,2020.0
wpro,Risk Communication,R.5,7775136.380697393,2020.0
afro,Point of Entry (PoE),PoE,183246335.49894717,2020.0
emro,Linking Public Health and Security Authorities,R.3,493911.0921887886,2020.0
emro,Risk Communication,R.5,2694411.691377224,2020.0
euro,Risk Communication,R.5,611259.6900000001,2020.0
amro,Risk Communication,R.5,311299.34127561416,2020.0
euro,Linking Public Health and Security Authorities,R.3,311242.02996877045,2020.0
afro,Unspecified,Unspecified,6591618557.417335,2020.0
,Unspecified,Unspecified,4792677061.726133,2020.0
amro,Unspecified,Unspecified,2302107778.874473,2020.0
searo,Unspecified,Unspecified,1371480077.3795311,2020.0
wpro,National Laboratory System,D.1,98373724.48947458,2020.0
wpro,Linking Public Health and Security Authorities,R.3,40977.94325596481,2020.0
emro,Unspecified,Unspecified,755592148.7393745,2020.0
afro,Medical Countermeasures and Personnel Deployment,R.4,780728763.1343219,2020.0
,Medical Countermeasures and Personnel Deployment,R.4,693474049.5062952,2020.0
euro,Unspecified,Unspecified,407801287.5876746,2020.0
wpro,Unspecified,Unspecified,367702389.0982859,2020.0
afro,Antimicrobial Resistance (AMR),P.3,234137842.5082463,2020.0
amro,"National Legislation, Policy, and Financing",P.1,25405962.2584578,2020.0
amro,National Laboratory System,D.1,86612452.05837496,2020.0
euro,Emergency Response Operations,R.2,89797799.50253437,2020.0
wpro,Emergency Response Operations,R.2,96889075.97385854,2020.0
amro,Emergency Response Operations,R.2,104571890.94869533,2020.0
searo,Emergency Response Operations,R.2,108849322.49471302,2020.0
emro,Emergency Response Operations,R.2,284133558.5034815,2020.0
,Emergency Response Operations,R.2,688637935.6295779,2020.0
afro,Emergency Response Operations,R.2,1147550097.1119058,2020.0
afro,Chemical Events,CE,216821.17267406735,2020.0
euro,Chemical Events,CE,392171.12822882,2020.0
emro,Chemical Events,CE,647167.311526,2020.0
wpro,"National Legislation, Policy, and Financing",P.1,52231319.19947939,2020.0
amro,Biosafety and Biosecurity,P.6,90005.34405164233,2020.0
afro,Workforce Development,D.4,1750429699.327514,2020.0
searo,"National Legislation, Policy, and Financing",P.1,75264527.15494384,2020.0
,Workforce Development,D.4,249978637.56951374,2020.0
euro,"National Legislation, Policy, and Financing",P.1,93901965.13356787,2020.0
emro,Workforce Development,D.4,137733095.04088715,2020.0
wpro,Workforce Development,D.4,119923094.66434543,2020.0
searo,Workforce Development,D.4,117227026.8029865,2020.0
,Antimicrobial Resistance (AMR),P.3,196953489.79250884,2020.0
amro,Workforce Development,D.4,77821752.99102883,2020.0
emro,"National Legislation, Policy, and Financing",P.1,118071050.33346803,2020.0
emro,National Laboratory System,D.1,61012362.301690675,2020.0
euro,National Laboratory System,D.1,59536748.91461829,2020.0
wpro,Biosafety and Biosecurity,P.6,375778.01,2020.0
euro,Workforce Development,D.4,50090406.63791624,2020.0
searo,Antimicrobial Resistance (AMR),P.3,137042540.03393984,2020.0
euro,Medical Countermeasures and Personnel Deployment,R.4,39363316.82324197,2020.0
searo,Biosafety and Biosecurity,P.6,2112731.34,2020.0
,"National Legislation, Policy, and Financing",P.1,281493852.8252472,2020.0
emro,Biosafety and Biosecurity,P.6,2843094.986119383,2020.0
euro,Biosafety and Biosecurity,P.6,6333976.766619873,2020.0
,Biosafety and Biosecurity,P.6,28617362.12611571,2020.0
afro,Biosafety and Biosecurity,P.6,35489455.616422765,2020.0
afro,"National Legislation, Policy, and Financing",P.1,767258617.9341643,2020.0
emro,Antimicrobial Resistance (AMR),P.3,5387810.32586142,2020.0
amro,Medical Countermeasures and Personnel Deployment,R.4,17904576.32181006,2020.0
,Zoonotic Disease,P.4,218935120.13009158,2020.0
afro,Zoonotic Disease,P.4,202006101.7394199,2020.0
wpro,Zoonotic Disease,P.4,165749910.0436282,2020.0
searo,Zoonotic Disease,P.4,34811659.98367915,2020.0
amro,Antimicrobial Resistance (AMR),P.3,14964647.05706134,2020.0
searo,Medical Countermeasures and Personnel Deployment,R.4,6389127.6725941915,2020.0
wpro,Preparedness,R.1,11014273.189831074,2020.0
wpro,Immunization,P.7,57813210.110345766,2020.0
searo,Preparedness,R.1,23177078.095603205,2020.0
euro,Zoonotic Disease,P.4,12123987.497159211,2020.0
searo,Immunization,P.7,298552944.17619026,2020.0
euro,Preparedness,R.1,1291670.746454041,2020.0
emro,Preparedness,R.1,89021443.07476209,2020.0
amro,Preparedness,R.1,814358.7739014301,2020.0
amro,Zoonotic Disease,P.4,11833206.528346831,2020.0
,Preparedness,R.1,130161555.67689072,2020.0
euro,Radiation Emergencies,RE,1988842.6850000005,2020.0
searo,Radiation Emergencies,RE,1567208.9544707048,2020.0
,Antimicrobial Resistance (AMR),P.3,213050669.24415386,2021.0
emro,Emergency Response Operations,R.2,348649748.6814057,2021.0
emro,Linking Public Health and Security Authorities,R.3,1175639.1252836084,2021.0
emro,Radiation Emergencies,RE,443458.55654710555,2021.0
afro,Zoonotic Disease,P.4,433195704.99062514,2021.0
afro,Preparedness,R.1,291353096.4180114,2021.0
wpro,Point of Entry (PoE),PoE,17973189.78220957,2021.0
searo,Linking Public Health and Security Authorities,R.3,1338204.8900000001,2021.0
euro,Radiation Emergencies,RE,663358.972,2021.0
,Unspecified,Unspecified,4534246242.260225,2021.0
euro,Reporting,D.3,44153938.72014448,2021.0
afro,Unspecified,Unspecified,7273206058.175353,2021.0
amro,Linking Public Health and Security Authorities,R.3,1813129.7980507598,2021.0
,Preparedness,R.1,114752593.9486887,2021.0
,Medical Countermeasures and Personnel Deployment,R.4,474119006.212371,2021.0
searo,Medical Countermeasures and Personnel Deployment,R.4,17424225.86359086,2021.0
emro,Preparedness,R.1,123898997.2650015,2021.0
emro,Biosafety and Biosecurity,P.6,2201253.6467234828,2021.0
euro,Medical Countermeasures and Personnel Deployment,R.4,16493694.52944132,2021.0
wpro,Immunization,P.7,53519555.70893931,2021.0
searo,Reporting,D.3,73158385.30671267,2021.0
,Zoonotic Disease,P.4,113701271.69267239,2021.0
euro,Linking Public Health and Security Authorities,R.3,261561.98212787972,2021.0
emro,Reporting,D.3,100939659.72978057,2021.0
emro,Food Safety,P.5,10446697.642856706,2021.0
wpro,National Laboratory System,D.1,126383588.4740083,2021.0
amro,Zoonotic Disease,P.4,5878347.451751683,2021.0
afro,Antimicrobial Resistance (AMR),P.3,330727776.7717952,2021.0
euro,Food Safety,P.5,9043582.890941955,2021.0
wpro,Food Safety,P.5,8631590.352247363,2021.0
emro,Zoonotic Disease,P.4,43953824.60295209,2021.0
emro,Point of Entry (PoE),PoE,9068917.953168273,2021.0
amro,Food Safety,P.5,7571914.71167218,2021.0
,Reporting,D.3,309523831.90473634,2021.0
amro,National Laboratory System,D.1,90168064.29145071,2021.0
euro,Unspecified,Unspecified,647401812.3238293,2021.0
emro,Workforce Development,D.4,123817412.05302705,2021.0
amro,Antimicrobial Resistance (AMR),P.3,26632947.107372146,2021.0
afro,Reporting,D.3,1707935103.0827992,2021.0
emro,Medical Countermeasures and Personnel Deployment,R.4,42064452.40515158,2021.0
wpro,Workforce Development,D.4,94359809.09681232,2021.0
searo,Zoonotic Disease,P.4,28566351.39019703,2021.0
emro,Unspecified,Unspecified,886402789.7425541,2021.0
wpro,Biosafety and Biosecurity,P.6,3105041.4499999997,2021.0
euro,Zoonotic Disease,P.4,8832701.329440363,2021.0
,Emergency Response Operations,R.2,405293491.6999295,2021.0
euro,Biosafety and Biosecurity,P.6,4233184.147512346,2021.0
afro,Real Time Surveillance,D.2,1824092215.1751285,2021.0
afro,Emergency Response Operations,R.2,1050582228.4362819,2021.0
amro,Medical Countermeasures and Personnel Deployment,R.4,7635122.615216829,2021.0
searo,"National Legislation, Policy, and Financing",P.1,46496522.052404374,2021.0
searo,Biosafety and Biosecurity,P.6,4255444.36,2021.0
,"IHR Coordination, Communicaton and Advocacy",P.2,277899.05799666664,2021.0
euro,Risk Communication,R.5,1301889.46,2021.0
wpro,Zoonotic Disease,P.4,15775583.180199852,2021.0
amro,Risk Communication,R.5,2219549.2,2021.0
wpro,Unspecified,Unspecified,668474707.5776609,2021.0
afro,"IHR Coordination, Communicaton and Advocacy",P.2,94895.900466,2021.0
euro,Emergency Response Operations,R.2,118080690.75828746,2021.0
euro,Immunization,P.7,48752615.27335102,2021.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,4593476.939635845,2021.0
euro,National Laboratory System,D.1,58128208.43275374,2021.0
,Biosafety and Biosecurity,P.6,9280164.522588369,2021.0
afro,Immunization,P.7,1337008683.3528132,2021.0
,Radiation Emergencies,RE,992258.4522841872,2021.0
afro,Point of Entry (PoE),PoE,219438797.98267606,2021.0
afro,Biosafety and Biosecurity,P.6,16198304.09379608,2021.0
afro,Linking Public Health and Security Authorities,R.3,22269169.48608651,2021.0
wpro,Risk Communication,R.5,7938292.306919274,2021.0
euro,Workforce Development,D.4,29892055.708492965,2021.0
euro,Preparedness,R.1,5982930.024877973,2021.0
wpro,Preparedness,R.1,5788810.612792793,2021.0
,Risk Communication,R.5,9966808.265361385,2021.0
searo,National Laboratory System,D.1,141762500.67917407,2021.0
wpro,Radiation Emergencies,RE,1319962.5350000001,2021.0
amro,Preparedness,R.1,5252756.843684423,2021.0
,Point of Entry (PoE),PoE,64861277.42008216,2021.0
searo,Point of Entry (PoE),PoE,2665600.65,2021.0
amro,Point of Entry (PoE),PoE,2243104.369304507,2021.0
emro,Immunization,P.7,530059156.4473986,2021.0
emro,Risk Communication,R.5,34233764.63934573,2021.0
searo,Antimicrobial Resistance (AMR),P.3,116216445.09709921,2021.0
searo,Preparedness,R.1,17746919.023993164,2021.0
amro,Real Time Surveillance,D.2,77497088.34895915,2021.0
afro,"National Legislation, Policy, and Financing",P.1,619397276.7370721,2021.0
afro,National Laboratory System,D.1,1786613357.2752929,2021.0
euro,Real Time Surveillance,D.2,100502713.96731187,2021.0
afro,Radiation Emergencies,RE,2283380.358011776,2021.0
wpro,Real Time Surveillance,D.2,128205167.41246152,2021.0
searo,Emergency Response Operations,R.2,135350126.85962954,2021.0
searo,Risk Communication,R.5,57331243.89080016,2021.0
searo,Immunization,P.7,255562826.71414816,2021.0
euro,Chemical Events,CE,483114.63294882,2021.0
searo,Real Time Surveillance,D.2,269823618.65546155,2021.0
emro,Real Time Surveillance,D.2,295059830.1961283,2021.0
emro,Chemical Events,CE,647167.311526,2021.0
,Real Time Surveillance,D.2,311280092.5553675,2021.0
amro,Immunization,P.7,46337617.10439115,2021.0
amro,"National Legislation, Policy, and Financing",P.1,28682683.254107546,2021.0
afro,Risk Communication,R.5,128559442.70770164,2021.0
searo,Radiation Emergencies,RE,2186195.8321330654,2021.0
wpro,Emergency Response Operations,R.2,50826259.51394958,2021.0
emro,"National Legislation, Policy, and Financing",P.1,55595197.58329249,2021.0
afro,Workforce Development,D.4,1580233535.2224848,2021.0
wpro,"National Legislation, Policy, and Financing",P.1,54063217.68889819,2021.0
searo,Workforce Development,D.4,129012325.70499426,2021.0
,Workforce Development,D.4,202445625.7384739,2021.0
amro,Radiation Emergencies,RE,192902.9827853291,2021.0
searo,Unspecified,Unspecified,915893522.0078472,2021.0
,Immunization,P.7,859236961.0789114,2021.0
afro,Food Safety,P.5,32673523.607170217,2021.0
wpro,Antimicrobial Resistance (AMR),P.3,51282476.22593109,2021.0
euro,Antimicrobial Resistance (AMR),P.3,99182085.48992822,2021.0
wpro,Reporting,D.3,7312792.415978383,2021.0
,Food Safety,P.5,21511060.93116052,2021.0
wpro,Linking Public Health and Security Authorities,R.3,156.03,2021.0
emro,Antimicrobial Resistance (AMR),P.3,4347326.369239494,2021.0
,National Laboratory System,D.1,200125780.68871367,2021.0
emro,National Laboratory System,D.1,57940738.23041734,2021.0
,"National Legislation, Policy, and Financing",P.1,194648620.0918997,2021.0
amro,Emergency Response Operations,R.2,173771620.05293813,2021.0
amro,Workforce Development,D.4,62154790.66607202,2021.0
amro,Reporting,D.3,24790566.720538948,2021.0
,Linking Public Health and Security Authorities,R.3,1021835.9852936859,2021.0
amro,Biosafety and Biosecurity,P.6,178024.51392393964,2021.0
euro,"National Legislation, Policy, and Financing",P.1,110043002.362417,2021.0
searo,Food Safety,P.5,17220842.53863861,2021.0
amro,Unspecified,Unspecified,756597341.5448964,2021.0
afro,Medical Countermeasures and Personnel Deployment,R.4,584729289.7807366,2021.0
searo,National Laboratory System,D.1,77282305.10836636,2022.0
euro,National Laboratory System,D.1,34433239.83967243,2022.0
euro,"National Legislation, Policy, and Financing",P.1,26920847.886986032,2022.0
,Medical Countermeasures and Personnel Deployment,R.4,510157099.77290845,2022.0
emro,Unspecified,Unspecified,381308060.0548288,2022.0
,Workforce Development,D.4,81210093.17928699,2022.0
searo,Unspecified,Unspecified,446859421.44501555,2022.0
amro,"National Legislation, Policy, and Financing",P.1,11500127.60828973,2022.0
euro,Radiation Emergencies,RE,27461.204999999998,2022.0
amro,Radiation Emergencies,RE,40904.95,2022.0
wpro,Linking Public Health and Security Authorities,R.3,0.8634514514514515,2022.0
emro,Radiation Emergencies,RE,75039.725,2022.0
searo,Linking Public Health and Security Authorities,R.3,1.4974804804804804,2022.0
wpro,"National Legislation, Policy, and Financing",P.1,4909052.089376755,2022.0
searo,"National Legislation, Policy, and Financing",P.1,4136683.607670557,2022.0
afro,Antimicrobial Resistance (AMR),P.3,89640832.77014299,2022.0
searo,Zoonotic Disease,P.4,11166233.808285398,2022.0
amro,Preparedness,R.1,778732.0055756432,2022.0
euro,Point of Entry (PoE),PoE,152385.1581063921,2022.0
searo,Biosafety and Biosecurity,P.6,439971.55000000005,2022.0
emro,Biosafety and Biosecurity,P.6,441959.77999999997,2022.0
euro,Workforce Development,D.4,38827617.05492098,2022.0
emro,Workforce Development,D.4,31514853.175855838,2022.0
emro,Zoonotic Disease,P.4,2976665.9896436157,2022.0
euro,Emergency Response Operations,R.2,8580480.903349912,2022.0
,Unspecified,Unspecified,956255187.1103542,2022.0
afro,Unspecified,Unspecified,1644274976.7405615,2022.0
searo,Emergency Response Operations,R.2,7196292.653153121,2022.0
searo,Workforce Development,D.4,18554750.026606858,2022.0
afro,"National Legislation, Policy, and Financing",P.1,202623439.4595318,2022.0
wpro,Workforce Development,D.4,17277744.507355772,2022.0
amro,Medical Countermeasures and Personnel Deployment,R.4,75421.72209923777,2022.0
wpro,Emergency Response Operations,R.2,5149466.134257262,2022.0
euro,Preparedness,R.1,665333.9438730774,2022.0
amro,Risk Communication,R.5,325684.2,2022.0
emro,Linking Public Health and Security Authorities,R.3,468571.8418934293,2022.0
euro,Risk Communication,R.5,477137.26999999996,2022.0
wpro,Risk Communication,R.5,723209.0547808228,2022.0
amro,Workforce Development,D.4,6961710.280533306,2022.0
euro,Antimicrobial Resistance (AMR),P.3,26252113.29920083,2022.0
euro,Biosafety and Biosecurity,P.6,2905690.899828492,2022.0
,Biosafety and Biosecurity,P.6,3139799.0830022665,2022.0
emro,Risk Communication,R.5,2538310.507295353,2022.0
,Risk Communication,R.5,3600040.404,2022.0
searo,Risk Communication,R.5,8601167.459999999,2022.0
afro,Biosafety and Biosecurity,P.6,25268025.886773285,2022.0
afro,Risk Communication,R.5,41155264.68924563,2022.0
,Point of Entry (PoE),PoE,32081082.668842815,2022.0
amro,Emergency Response Operations,R.2,164839.63716023747,2022.0
wpro,Reporting,D.3,2397606.5146451322,2022.0
euro,Reporting,D.3,3454353.460498881,2022.0
amro,Reporting,D.3,6100770.906251602,2022.0
emro,Antimicrobial Resistance (AMR),P.3,847305.6057312828,2022.0
wpro,Radiation Emergencies,RE,297145.92000000004,2022.0
searo,Reporting,D.3,24212495.751899872,2022.0
searo,Radiation Emergencies,RE,379621.57499999995,2022.0
emro,National Laboratory System,D.1,47816208.3048041,2022.0
amro,National Laboratory System,D.1,44567980.913334124,2022.0
afro,Medical Countermeasures and Personnel Deployment,R.4,29456341.423749585,2022.0
afro,Point of Entry (PoE),PoE,21297332.627232023,2022.0
amro,Antimicrobial Resistance (AMR),P.3,9668081.058236305,2022.0
wpro,Antimicrobial Resistance (AMR),P.3,10392292.952250738,2022.0
afro,Zoonotic Disease,P.4,317805865.9907819,2022.0
afro,Food Safety,P.5,16144658.589374868,2022.0
emro,Reporting,D.3,56558502.35191747,2022.0
searo,Food Safety,P.5,12390754.470410604,2022.0
,Food Safety,P.5,11188587.959100211,2022.0
wpro,National Laboratory System,D.1,44049398.09388764,2022.0
,Reporting,D.3,74463141.30903457,2022.0
emro,Medical Countermeasures and Personnel Deployment,R.4,9462276.646035332,2022.0
,Zoonotic Disease,P.4,63240181.27696047,2022.0
afro,National Laboratory System,D.1,366012158.4239422,2022.0
afro,Linking Public Health and Security Authorities,R.3,2866145.0255984296,2022.0
afro,Reporting,D.3,430650141.08893013,2022.0
wpro,Food Safety,P.5,4558418.74290209,2022.0
amro,Zoonotic Disease,P.4,11261576.48865173,2022.0
euro,Food Safety,P.5,4440329.96097828,2022.0
emro,Food Safety,P.5,3422726.5127348467,2022.0
,Antimicrobial Resistance (AMR),P.3,40145652.05832654,2022.0
amro,Food Safety,P.5,1409463.680388345,2022.0
wpro,Point of Entry (PoE),PoE,4663344.652724304,2022.0
,"IHR Coordination, Communicaton and Advocacy",P.2,107395.75333866665,2022.0
afro,Radiation Emergencies,RE,727354.985,2022.0
amro,Point of Entry (PoE),PoE,3667176.32218749,2022.0
,Immunization,P.7,2105098860.2464268,2022.0
searo,Antimicrobial Resistance (AMR),P.3,65786369.21100001,2022.0
searo,Preparedness,R.1,12736707.828057865,2022.0
amro,Real Time Surveillance,D.2,26195422.87647097,2022.0
,Radiation Emergencies,RE,975258.4522841872,2022.0
euro,Real Time Surveillance,D.2,27304243.391928997,2022.0
searo,Immunization,P.7,56330591.86719254,2022.0
euro,Zoonotic Disease,P.4,2335163.86678465,2022.0
emro,Immunization,P.7,67701482.72593822,2022.0
wpro,Real Time Surveillance,D.2,35241756.775796175,2022.0
amro,Immunization,P.7,2954414.45923536,2022.0
wpro,Zoonotic Disease,P.4,3972252.475885863,2022.0
wpro,Immunization,P.7,6577395.813047284,2022.0
wpro,Preparedness,R.1,3793254.6022976716,2022.0
emro,Preparedness,R.1,3583026.3956238227,2022.0
euro,Immunization,P.7,6919519.342029116,2022.0
,Real Time Surveillance,D.2,82210560.83375335,2022.0
emro,Real Time Surveillance,D.2,140998055.52414563,2022.0
searo,Real Time Surveillance,D.2,176827870.5962728,2022.0
,Preparedness,R.1,56957095.56896429,2022.0
afro,Real Time Surveillance,D.2,572037005.9873849,2022.0
wpro,Biosafety and Biosecurity,P.6,69438.33,2022.0
amro,Biosafety and Biosecurity,P.6,29499.1,2022.0
searo,Medical Countermeasures and Personnel Deployment,R.4,515912.6991150649,2022.0
,National Laboratory System,D.1,77347677.45123072,2022.0
,Emergency Response Operations,R.2,447935491.1652159,2022.0
afro,Preparedness,R.1,72749638.42585382,2022.0
emro,"National Legislation, Policy, and Financing",P.1,43541240.070831746,2022.0
amro,Unspecified,Unspecified,71295755.72671226,2022.0
wpro,Medical Countermeasures and Personnel Deployment,R.4,500135.8292507352,2022.0
afro,Emergency Response Operations,R.2,79042617.90747678,2022.0
wpro,Unspecified,Unspecified,109807475.80292177,2022.0
euro,Unspecified,Unspecified,135878904.3932794,2022.0
afro,Immunization,P.7,317466139.61861426,2022.0
,"National Legislation, Policy, and Financing",P.1,95467601.53255895,2022.0
afro,Workforce Development,D.4,115275636.14055027,2022.0
emro,Emergency Response Operations,R.2,53610867.52810672,2022.0
euro,Medical Countermeasures and Personnel Deployment,R.4,81973.36309371253,2022.0
,Biosafety and Biosecurity,P.6,1404873.9961666667,2023.0
,Zoonotic Disease,P.4,430269.7336666667,2023.0
afro,Biosafety and Biosecurity,P.6,165283.5,2023.0
,Radiation Emergencies,RE,1020324.2938671666,2023.0
,National Laboratory System,D.1,430269.7336666667,2023.0
,Real Time Surveillance,D.2,644485.7816666666,2023.0
wpro,Zoonotic Disease,P.4,75080.62466666667,2023.0
,"National Legislation, Policy, and Financing",P.1,1729127.3938671667,2023.0
afro,Real Time Surveillance,D.2,356283.5,2023.0
searo,Workforce Development,D.4,30452.281333333332,2023.0
searo,Emergency Response Operations,R.2,30452.281333333332,2023.0
afro,Workforce Development,D.4,521567.0,2023.0
,Workforce Development,D.4,1353288.8816666666,2023.0
,Point of Entry (PoE),PoE,644485.7816666666,2023.0
afro,Workforce Development,D.4,191000.0,2024.0
,Radiation Emergencies,RE,1020324.2938671666,2024.0
,"National Legislation, Policy, and Financing",P.1,1020324.2938671666,2024.0
,Biosafety and Biosecurity,P.6,265801.1625,2024.0
afro,Unspecified,Unspecified,6966666.666666667,2024.0
afro,Real Time Surveillance,D.2,191000.0,2024.0
afro,Unspecified,Unspecified,2933333.3333333335,2025.0
,Radiation Emergencies,RE,1020324.2938671666,2025.0
,"National Legislation, Policy, and Financing",P.1,1020324.2938671666,2025.0
